txt file,lines,sentence,leave out,meaning,construction,subject,causer type,theme type,theme phrase,notes
wlp_news_1994.txt,1179479-1179508,"""It's not a whole lot of money that you earn when you break it down per hour,"" says Washington, D.C., agent Craig Coble.",,break_down_separate_into_parts,causative,underlying,,,,
wlp_acad_2011.txt,1366460-1366507,"My four daughters understand I was a product of my time, my culture-- they seem to accept that it was necessary to break out of my conventional marriage if I was to feed the imagination that would save me from a lifetime of dulled bitterness.",,break_out_escape,unergative,underlying,,,,
wlp_spok_2003.txt,1912258-1912359,"And so-- this is a, so last night...!MADONNA: Uh-oh.!WINFREY:... last night-- Ga-- Madonna, last night Gayle brought this picture to me, and she said-- this is the one-- Gayle said,' OK, I want you to get up on the table,' and Gayle said-- Gayle said,' I'm going to break your legs, and then put part of it behind your head, and let's take a picture.",,separate_into_parts,causative,underlying,human,body part,your legs,body part
wlp_mag_2009.txt,741370-741386,"NO When your wrists break down before impact, your contact--and ability to spin the ball--suffer.",,break_down_unclassified,unaccusative,promoted,,,,
wlp_acad_1998.txt,4123692-4123706,rays and break apart.,,break_apart_detach,unaccusative,promoted,,,,
wlp_fic_1990.txt,277726-277753,"""Mukhlis raises his thick forearms and"""" No, Matile, it does not break.",,separate_into_parts,unaccusative,promoted,,,,
wlp_news_1997.txt,1666828-1666846,"Even when Dallas safety Brock Marion returned the second-half kickoff 46 yards, the Redskins did n't break.",,succumb,unaccusative,promoted,dynamic,organization,the Redskins,break emotionally
wlp_fic_2009.txt,2765714-2765731,"Yellow flight, blue flight, take up position ahead of the bombers and break into elements.",,separate_into_parts,unergative,underlying,,,,
wlp_news_2003.txt,4556458-4556479," I want to break my back for my team, and I expect them to do the same for me.",,separate_into_parts,causative,underlying,human,body part,my back,body part in metaphorical sense
wlp_fic_2006.txt,2479610-2479617,Twenty-one months would break all my records.,,surpass,causative,underlying,abstract,abstract,all my records,break a mark/record
wlp_spok_1999.txt,822019-822044,And we've really taken four we think are very representative and sort of break down into the broad categories of answers that we got.,,break_down_separate_into_parts,unaccusative,promoted,,,,
wlp_mag_2001.txt,3271752-3271759,"""His mission was to break branches.",,separate_into_parts,causative,underlying,human,natural,branches,"inanimate, natural. The branches didn't break. They were separated from the trees."
wlp_spok_2004.txt,916488-916497,And it was a huge honor to break it.,,surpass,causative,underlying,human,abstract,it,break a mark/record
wlp_acad_2009.txt,1500198-1500211,Writers can break into the in-flight market by following a few simple rules.,,break_into_intrude,unergative,underlying,,,,
wlp_acad_2004.txt,3476482-3476515,"As we break down our equipment after the dive, I discover this with the supernatural"" owner"" of the cenote.",,break_down_separate_into_parts,causative,underlying,,,,
wlp_mag_2006.txt,1738707-1738731,"""When I do n't want to lose it, I go into the yard or the bathroom, where I break the tension.",,end,causative,underlying,human,state,the tension,desirable that it is broken
wlp_news_1992.txt,1634372-1634393,"The mark, which needs final approval by the International Water Ski Association, would break her own mark of 8,490.",,surpass,causative,underlying,abstract,abstract,"her own mark of 8,490",break a mark/record
wlp_news_1999.txt,193561-193574,"Wherever you look, big governments are under pressure to break up.",,break_up_separate_into_parts,unaccusative,promoted,,,,
wlp_fic_1999.txt,3611264-3611273,"""Sometimes partial things can p112 break the heart.",,experience_sorrow,causative,underlying,abstract,abstract,the heart,body part in metaphorical sense
wlp_news_1990.txt,804768-804795,"To break the 60-60 deadlock, Peres must wean away at least one Likud member or find some way to split the Shas Knesset or NRP factions.",,end,causative,underlying,human,state,the 60-60 deadlock,desirable that it is broken
wlp_mag_2010.txt,483324-483358,"He had tried to hang himself with his belt in the shower, but the people who design psych wards think things through, and the shower had been built to break under strain.",,separate_into_parts,unaccusative,promoted,NA,artificial,the showers,"""under strain"" contextual causer"
wlp_spok_1999.txt,588728-588739,@!RATHER: Marines are trained to kill people and break things.,,separate_into_parts,causative,underlying,human,artificial,things,
wlp_spok_2007.txt,1265642-1265656,@!KING: We're going to break and we'll come back with more.,Yes:noun,,,,,,,
wlp_spok_1997.txt,1011236-1011244,He needs us to break down ancient barriers.,,break_down_destroy,causative,underlying,,,,
wlp_spok_1997.txt,128340-128367,"@!DOW: You promised your parents that would you stay in San Diego and you say that you never break a promise, but you did.",,violate,causative,underlying,human,rule object,a promise,
wlp_mag_1994.txt,3371506-3371529,He notes that a lot of poorly understood cellular processes work together to break proteins down into peptides and display them to T-cells.,,break_down_separate_into_parts,causative,underlying,,,,
wlp_mag_1994.txt,2332547-2332585,"When, for example, she learned on Aug. 21 that the phone-harassment story was about to break, Di took the extraordinary step of summoning Richard Kay, the Daily Mail correspondent who has become her champion.",,reveal,unaccusative,promoted,NA,abstract,the phone-harassment story,
wlp_mag_1991.txt,1814689-1814729,"The few women who managed to break into highly paid pioneers: in 1979, women made up 1 percent of carpenters; in 1986, they were.5 percent.",,break_into_intrude,unergative,underlying,,,,
wlp_news_1998.txt,1573362-1573374,"""By the fifth year, we thought we could break even.",,break_even_profit=loss,unergative,underlying,,,,
wlp_fic_2003.txt,3490551-3490579,"The bolt on the lock was in place, but the hasp seemed to be beginning to break free of whatever was holding it to the cinder block.",,break_free_escape,unergative,underlying,,,,
wlp_mag_2007.txt,3038031-3038048,"Wind, naturally acidic rain, and physical processes such as freezethaw cycles also break down rock.",,break_down_separate_into_parts,causative,underlying,,,,
wlp_fic_2006.txt,2359985-2360051,"""Glaring at the useless air conditioner dials, with the useless picture of a spinning fan and the useless blue-to-red hatch marks underneath the broken temp lever, I thought how satisfying it would feel to break it for real, to punch it with my heel and see the brittle plastic of the faceplate splinter down all over the worn rubber floor mats.",,separate_into_parts,causative,underlying,human,artificial,it,
wlp_acad_2001.txt,3293046-3293103,"In her numerous studies of Nesbit but she never quite makes explicit their ultimate effect, which is to break down the divide between adult writer and child reader by suggesting that both parties can improvise on other people' s stories to produce their own narratives.",,break_down_destroy,causative,underlying,,,,
wlp_news_2001.txt,3023303-3023359,"""It's validating hip hop and these young people who have dedicated or identified themselves through grown up on hip hop beats, with rapping, rhyming DJs, break dancing to the beat and marking turf with spray cans, the connections are enlightening.",Yes:adj,,,,,,,
wlp_spok_2004.txt,1411025-1411073,"You had to be near a shortwave transmitter and just hope New York would hear you and stop regular broadcasts and break in and say, you know,' Here's a report from Charles Collingwood in northern Africa,' and then Charles would be on.",,break_in_interrupt,unergative,underlying,,,,
wlp_spok_2009.txt,2104091-2104104,And I have to disclose right now that we're going to break.,Yes:noun,,,,,,,
wlp_news_2007.txt,97587-97597,"""Everyone knows that old habits are hard to break.",,end,causative,underlying,human,abstract,old habits,tough-construction
wlp_acad_1991.txt,953707-953750,would break the old taboos about public contacts between the parties and be the launching pad for direct negotiations between the parties. 80 In the agreement to proceed with a peace conference.,,end,causative,underlying,abstract,abstract,the old taboos about public contacts between the parties,
wlp_acad_1994.txt,3049821-3049919,"""15 She quotes Kosko on the subject: The first step in his Buddha's belief system was to break through the black-and-white world of words, pierce the bivalent veil and see the world as it is, see it filled with"" contradictions,"" with things and not things, with roses that are both red and not red, with A and not-A. 16 Now, this is balm for the"" unbytten,"" comfort for all fuzzy anthromorphs rapidly becoming intimidated by the high premium placed on computer-generated precision.",,break_through_pass_through,unergative,underlying,,,,
wlp_spok_1994.txt,2724862-2724899,And Kerrey voted-- it was his vote that enabled Gore to-- to break the tie in the Senate and Kerrey is taking all kinds of heat back home because people did n't want it.,,end,causative,underlying,human,state,the tie in the Senate,
wlp_spok_1996.txt,3180690-3180712,"You know what I mean, you know?@!SPRINGER: Oh, I'm not trying to break you guys up.",,break_up_end_relationship,causative,underlying,,,,
wlp_mag_2003.txt,1191405-1191437,"When he was 28 years old, broke, in debt and on welfare, he announced that he was going to break one of cycling's most prestigious and time-honored records.",,surpass,causative,underlying,human,abstract,one of cycling's most prestigious and time-honored records,break a mark/record
wlp_news_1997.txt,1321308-1321341,"""Until television revenues are equitable,"" says Roberto Bettega, vice president of Italian national champion Juventus of Turin,"" teams will need cash to break even or survive.",,break_even_profit=loss,unergative,underlying,,,,
wlp_fic_1999.txt,987185-987209,The sheriff was afraid that he might show his own soul to Lloyd and so break out of the bubble in which he lived.,,break_out_escape,unergative,underlying,,,,
wlp_fic_2012.txt,1672567-1672579,"She was afraid to speak to him, to break the silence.",,end,causative,underlying,human,abstract,the silence,
wlp_mag_2001.txt,371908-371964,"I know the feeling, but I have to stop and start taking it in: the air infused by the iodine scent of kelp mixed with the spiced incense of the forest, the hiss of spray blowing off the tops of waves in the still moment before they crest and break on the reef.",,separate_into_parts,unaccusative,promoted,NA,natural,waves,"inanimate, natural"
wlp_news_1994.txt,2803341-2803369,"""Maybe our mission as first-generation Muslim Americans is to break down these stigmas and cultural barriers, to become a whole community,"" he said.",,break_down_destroy,causative,underlying,,,,
wlp_spok_1990.txt,4869708-4869746,"And it's believed Syria ordered the failed bombing of an Israeli airliner in London, something which caused the British to break off diplomatic relations, making some wonder why America is now doing deals with Assad.",,break_off_end,causative,underlying,,,,
wlp_spok_1996.txt,1056579-1056602,"It seemed to me that, you know, maybe Petrocelli was really pushing him, hoping that he would break or something.",,succumb,unaccusative,promoted,NA,human,he,
wlp_spok_1994.txt,3018534-3018567,"And if you'll excuse me, I just want to break off because we've had some incoming sniper fire, and I do n't want to endanger the crew out here.",,break_off_detach,unergative,underlying,,,,
wlp_mag_2011.txt,2519937-2519973,"Whatever you called their malady, those deficient individuals did not produce the enzyme (lactase) required to break down lactose, or milk sugar, which accounts for roughly half the calories in milk.",,break_down_separate_into_parts,causative,underlying,,,,
wlp_mag_2003.txt,4561392-4561400,The crew cracks jokes to break the tension.,,end,causative,underlying,human,state,the tension,
wlp_fic_1995.txt,3797788-3797841,"Trust me on this, will you?"" I listened to Kyle's words and I was afraid I was going to break down in front of all the cameras, all the strangers, and the few people I knew My head, my heart-- it was all whirling chaos.",,break_down_succumb,unaccusative,promoted,,,,
wlp_mag_1991.txt,4749987-4750071,"India: A Million Mutinies Now is Naipaul's appreciation of how real, individual freedom, first sighted in the distance with India's independence in 1947, has begun to take hold in daily life, to break down the"" layer upon layer of distress those liberties give rise to a"" million little mutinies,"" the colliding trajectories of countrymen shaking off the old mind-sets of caste and class.",,break_down_destroy,causative,underlying,,,,
wlp_acad_1996.txt,2708958-2709025,"Logos: Categories of Experience In this section, we break into this continuum by introducing descriptive categories to name some this set is provisional and incomplete, it illustrates the complexity and extent of the experiences that fund the formation of the logos, experiences that animate and excite gifted students whenever they play Funetics.",,break_into_intrude,unergative,underlying,,,,
wlp_fic_2000.txt,3793316-3793375,"All this, with typical patience and forbearance, the tribe teaches him how animal spirits, break mustangs bareass, wipe snot on dogs, woo his love on a magical flute with songs borrowed from the rutting bull elk, eat nits out of his own armpits.",,separate_into_parts,causative,underlying,,,,
wlp_mag_2003.txt,2947207-2947215,As PCBs break down they become more water-soluble.,,break_down_separate_into_parts,unaccusative,promoted,,,,
wlp_news_2005.txt,2929239-2929252,The resort also plans to break ground on a golf course in December.,,begin_construction,causative,underlying,organization,abstract,ground,break ground
wlp_acad_1999.txt,2741129-2741151,"They also use a task analysis to break complex tasks into small steps for instruction (Belfiore&; Mace, 1994).",,separate_into_parts,causative,underlying,,,,
wlp_fic_2011.txt,692583-692600,I'd been on the job since seven a.m. but could n't break away until after six.,,break_away_detach,unergative,underlying,,,,
wlp_spok_2002.txt,70859-70900,"@!RATNER: And why is n't"" The Weekly Standard"" going after, perhaps, Senator Hutchison and some other people?@!HANNITY: If you know something, I think maybe you could break it on your radio show.",,reveal,causative,underlying,human,abstract,it,
wlp_mag_2003.txt,1147468-1147522,"If I can break the fitness record while working 40 hours a week, well, sir- needing only a fife and wounded flag bearer to complete the picture..."" Well, sir, that destroys any excuse about not having enough time.",,surpass,causative,underlying,human,abstract,the fitness record,break a mark/record
wlp_news_2000.txt,902291-902302,"""Do we break every story in this city? No.",,reveal,causative,underlying,human,abstract,every story,
wlp_fic_2001.txt,3183279-3183300,"He forces himself to touch her again, to break the spell, pushing her thumb down hard against the ground.",,end,causative,underlying,human,abstract,the spell,desirable that it is broken
wlp_acad_1999.txt,3635909-3635940,"The interaction of fiber and matrix provides toughness-- a property (difficult to define exactly) that generally means the energy, not the force, required to break something.",,separate_into_parts,causative,underlying,natural force,inanimate,something,
wlp_acad_1993.txt,216652-216703,"I suppose I am writing this in order to break that silence, because the denial represented by it strikes me as something like a disease, a disease for which the only hope of a cure is in speaking, in making public what has been hidden for so long.",,end,causative,underlying,human,state,that silence,
wlp_spok_1991.txt,2219230-2219281,"What happens, when groups break up that means somebody got caught stealing the money or some guy does n't like it because another guy's a bigger star- KING: Or he married someone who- Mr. GATLIN: Right@!KING.",,break_up_separate_into_parts,unaccusative,promoted,,,,
wlp_mag_1998.txt,3261580-3261617,"""things break down, and that's the way John has been, especially early in his career,"" Broncos offensive coordinator Gary Kubiak says.",,break_down_render_inoperable,unaccusative,promoted,,,,
wlp_fic_1990.txt,131047-131058,Did the composer break his own heart? I did mine.,,experience_sorrow,causative,underlying,human,abstract,his own heart,body part in metaphorical sense
wlp_fic_2011.txt,2377125-2377140,"If they ever fix it, I'll probably fall and break my neck.",,separate_into_parts,causative,underlying,human,body part,my neck,"causer is not agentive; inanimate, natural"
wlp_fic_1997.txt,1830193-1830279,"Yet simultaneously she was sitting in warm sunshine, and her young husband was bringing her a baby snugly wrapped in a sky-blue blanket, to set in her lap; they were outdoors, on a flagstone terrace; the sight of her young husband's smiling face, the break; yet she could n't remember which of her children this baby was, and really she could n't see her husband's face.",Yes:noun,,,,,,,
wlp_news_1990.txt,2789271-2789306,"And then he'll break it off and stare out into space and take another swig on his bottle:"" So how do I break this cycle? I just do n't know.",,break_off_end,causative,underlying,,,,
wlp_spok_2012.txt,1926428-1926442,"@!JOHN-QUI-ONES-@1-#@(Voiceover) When we break the scene, this woman is still riled up.",,unclassified,causative,underlying,human,abstract,the scene,
wlp_spok_2003.txt,515182-515197,This high-tech gift to a low-tech army helped break the will of the Soviet occupation.,,destroy,causative,underlying,dynamic,abstract,the will of the Soviet occupation,
wlp_spok_2000.txt,3636391-3636459,"LIAM DALTON, AXIOM CAPITAL MANAGEMENT: No matter how many times you were to peel apart the company or break it, the real, real crushing point for a company like this would be some type of price controls or really radical hammering by the government which really is not in the cards@!YOUNG This was Microsoft's face in the heat of the antitrust trial.",,separate_into_parts,causative,underlying,human,organization,it,"""It"" stands for ""the company""."
wlp_spok_2000.txt,3016152-3016172,"So, I see myself making a role model for my children to follow my footsteps and break the pattern.",,end,causative,underlying,human,abstract,the pattern,
wlp_news_2006.txt,3790362-3790383,He said he would never buy such a service plan unless he knew the product it protected was guaranteed to break.,,render_inoperable,unaccusative,promoted,NA,machine,the product it protected,
wlp_spok_1995.txt,4342015-4342056,"I think it's a good start, but it's going to take a lot more to break down this aristocracy that has built up over 40 years, and I'll really be convinced if they pass term limitations.",,break_down_destroy,causative,underlying,,,,
wlp_mag_2010.txt,2893098-2893138,"""Instead, give gifts that break down physical activities,"" suggests Colin Depp, Ph.D., of the Stein Institute for Research on Aging at UC San Diego.",Yes:incomplete,,,,,,,
wlp_spok_2006.txt,4573821-4573843,@(Soundbite-of-music)@!Mr-GELB: (Singing) Tell me who's going to pick up the pieces when you start to break down.,,break_down_separate_into_parts,unaccusative,promoted,,,,
wlp_acad_1999.txt,2982725-2982735,Students may decide to arpeggiate or otherwise break the chords.,,separate_into_parts,causative,underlying,human,abstract,the chords,break the chords of a musical instrument
wlp_mag_1993.txt,3341493-3341582,"when you're nobody&; poor, you do n't care-- you can just drift, but when you get a little position&; a little money, you start really hustling to get more&; then when you're numero uno, you've got ta really break ass so nobody catches you! Catches you?! Two years ago I did n't even want to be it been looking around&; I've noticed something.",,unclassified,causative,underlying,human,body part,ass,body part
wlp_spok_2010.txt,1838166-1838186,He would n't- he'd made sure that he would n't break any sort of rules in the house.,,violate,causative,underlying,human,rule object,any sort of rules,
wlp_news_1990.txt,1449766-1449815,"""All I can do is apologize to the public and our colleagues for putting Council members said they thought the media had been invited to the session, and that there was no intent to break the law.",,violate,causative,underlying,human,rule object,the law,
wlp_spok_2005.txt,199414-199467,"I do n't think the intensity level, which is always at least as important as the actual numbers of people who feel one way or the other, is such that this is an issue that will make or break the Republicans in the next campaign, although it could get there.",,cause_to_fail,causative,underlying,abstract,organization,the Republicans,make or break
wlp_acad_1995.txt,1008634-1008685,"To attempt to cleave one voice from the other can result in reifying beliefs in the"" simplicity"" of Native American literature, when, in Cogewea, the binary opposition of simple/difficult, and the associations of primitive/sophisticated and authentic/counterfeit that it evokes for white readers, break down.",,break_down_destroy,unaccusative,promoted,,,,
wlp_spok_1995.txt,73253-73297,"2nd TEACHER: You felt mad and sad? LAURA WALKLITT: It's hard because you think they've been married for 18 years, but then suddenly they just go different ways and break up and it's hard to understand that.",,break_up_end_relationship,unergative,underlying,,,,
wlp_mag_2008.txt,310880-310897,"But how you react can make or break your relationship with your teen, says van Delden.",,cause_to_fail,causative,underlying,dynamic,abstract,your relationship with your teen,make or break
wlp_news_1996.txt,1399437-1399464,Martinez could be the best hitter in the AL and is on pace to break the record of 67 doubles by Boston's Earl Webb in 1931..,,surpass,causative,underlying,human,abstract,the record of 67 doubles by Boston's Earl Webb in 1931,break a mark/record
wlp_news_1993.txt,4009201-4009225,""""" If Orlando wants to,"" says his manager, Bob Spagnola,"""" he'll break all the records.",,surpass,causative,underlying,human,abstract,all the records,break a mark/record
wlp_spok_2009.txt,246869-246902,"@!JOHN-QUIONES-@1-#@(Voiceover) Within moments, they surround someone's car, and they're trying to break in.@!ACTOR-@1MALE@2-# Can you break in?@!ACTOR-@1MALE@2-# I think I almost got it, dude.",,break_in_enter,unergative,underlying,,,,
wlp_fic_1991.txt,2731406-2731476,"But what magic exists that is strong enough to suppress that of the Sword of Shannara? How could the Shadowen produce such a magic? And if they could? And should n't I be able to break past any countermagic if I am the rightful bearer of the Sword?"" The Mole regarded him solemnly, voiceless.",,break_past_pass_through,unergative,underlying,,,,
wlp_news_2000.txt,833297-833320,"Once it was ice, the igloo was so strong that someone could stand on top of it and it would n't break.",,separate_into_parts,unaccusative,promoted,dynamic,artificial,the igloo,
wlp_fic_2008.txt,1618267-1618283,He decided to break up with me by not showing up to my father's funeral.,,break_up_end_relationship,unergative,underlying,,,,
wlp_fic_1991.txt,3789075-3789098,"It's working so far... the door slams after four minutes of intense drama, and they break away for a commercial.",,break_away_pause,unergative,underlying,,,,
wlp_fic_1992.txt,1930052-1930069,"""I wo n't break, you know,"" I said, smiling into his eyes.",,separate_into_parts,causative,underlying,NA,human,I,break emotionally
wlp_mag_1992.txt,4254463-4254511,"Yet, there is nothing there like an ancient buried object, unearthed in the plowing of the vineyards beyond the walls and erected there because it was too good to break apart to use as building material.",,break_apart_detach,causative,underlying,,,,
wlp_mag_2009.txt,21394-21435,"As one who is more comfortable in her head and who sees herself as clumsy and uncoordinated, I am challenged by Mary Magdalene to break out of negative God chooses.",Yes:incomplete,,,,,,,
wlp_acad_2007.txt,1408864-1408925,"In contrast, this paper asks: how might insights from social and political anthropology break that bargaining fixture to offer other kinds of"" interventions"" into the dynamics of (bio) needed to accomplish these missions? (ii) Modalities of intervention, withdrawal and extrication.",,end,causative,underlying,abstract,abstract,that bargaining fixture,
wlp_news_1994.txt,171404-171414,"""Can you break them open?"" I said.",,break_open_open,causative,underlying,,,,
wlp_news_2001.txt,963186-963197,But her husband was determined not to break up the family.,,break_up_separate_into_parts,causative,underlying,,,,
wlp_fic_2004.txt,1769827-1769833,I had to break it up.,,break_up_end,causative,underlying,,,,
wlp_mag_1995.txt,3443065-3443099,"One sonic brand even claims to break up plaque better than conclusive evidence that faster, or more, brush strokes equals better hygiene.",,break_up_destroy,causative,underlying,,,,
wlp_fic_2000.txt,4178470-4178487,Ed listens to George break down pause.,Yes:incomplete,,,,,,,
wlp_spok_2012.txt,68722-68733,@!CHRIS-CUOMO-@1-ABC#@(Voiceover) The pressure starts to break the young boy down.,,break_down_succumb,causative,underlying,,,,
wlp_mag_2001.txt,2818678-2818729,"It broke the monotony of the Eastern world by the impression of Western energy and superior civilization, even as England's present mission is to break up the mental and moral stagnation of India and Cathay by pouring upon and through them the impulsive current of Anglo-Saxon commerce and conquest.",,break_up_end,causative,underlying,dynamic,state,the monotony of the Eastern world,desirable that it is broken
wlp_acad_2002.txt,1337245-1337310,"One of the most common types of research on welfare since passage of PRWORA is what is called the TANF"" leaver"" study, which is about families that exited (for at least one month) TANF Our study in Oregon design and analysis we found ways to break from the mold.",,break_from_detach,unergative,underlying,,,,
wlp_news_2002.txt,821418-821441,"Ever since no-fault divorce laws swept through the states in the 1970s, it's been relatively easy for couples to break up.",,break_up_end_relationship,unergative,underlying,,,,
wlp_mag_2010.txt,4168004-4168031,My cousin Frank- a bruising two-way player and kicker being recruited by every major college in the South- could probably break any opponent's neck.,,separate_into_parts,causative,underlying,human,body part,any opponent's neck,body part
wlp_fic_2003.txt,2525639-2525655,"Trying to break free from his control, she seeks out a succession of other men.",,break_free_escape,unergative,underlying,,,,
wlp_news_1999.txt,177206-177254,"Confronted with a crisis in the relations between Iraq and the Security Council, I went to Baghdad last February seeking to break an impasse and to return the United Nations Special Commission-- weapons of mass destruction.",,end,causative,underlying,human,state,an impasse,desirable that it is broken
wlp_news_2004.txt,3328550-3328557,And we've got to break even.,,break_even_profit=loss,unergative,underlying,,,,
wlp_mag_1998.txt,1378632-1378656,"While persuading Sharon to curl the occasional weight is n't a problem, getting her to consistently break a sweat is another matter altogether.",,begin_to_sweat,causative,underlying,human,abstract,a sweat,break a sweat
wlp_news_1995.txt,1327434-1327459,"The weeks-long test tries to break the DNA chain into small fragments, identify those that are variable and measure the length of those fragments.",,separate_into_parts,causative,underlying,,,,
wlp_spok_2009.txt,3826453-3826463,Folks can see there how the different bills break down.,,break_down_separate_into_parts,unaccusative,promoted,,,,
wlp_mag_2011.txt,3730601-3730609,"""Hot pavement is hard on winter tires,"" says Dwayne Smith of Hillcrest Volkswagen in Halifax. ""It will cause them to break down.",,break_down_render_inoperable,unaccusative,promoted,,,,
wlp_spok_2011.txt,3596457-3596478,@!JUDY-WOODRUFF: Let me just try to break this up into a few questions hopefully to get to the heart of this.,,break_up_separate_into_parts,causative,underlying,,,,
wlp_fic_2002.txt,1543494-1543512,"It was like you knew something, like you knew the story was getting ready to break again.",,reveal,unaccusative,promoted,NA,abstract,the story,
wlp_fic_2000.txt,4236933-4236947,MAX How' bout you do n't break my sneakers on this.,,unclassified,causative,underlying,,,,
wlp_news_1998.txt,3796457-3796481,"The Killer Klowns often are relentless in their pursuit of guests, yet they never break the park's"" no-touch"" policy.",,violate,causative,underlying,human,rule object,"the park's"" no-touch"" policy",
wlp_spok_1994.txt,2232742-2232860,"And- SAWYER: So you all were tossing around the possibility of breaking a leg or- Mr. ECKARDT: Yeah, something, you know, I mean there were different- different ideas sort of- sort of bounced around, and then it was sort of decided within the group that, you know, disabling her landing leg, you know, something that was not permanent, something that was recoverable@!SAWYER And who decided which leg? Mr. ECKARDT: Jeff did, her landing leg@!SAWYER Jeff said break her landing leg? Mr. ECKARDT: Yeah, the leg that she lands on@!SAWYER Because that would ensure that she could n't skate.",,separate_into_parts,causative,underlying,human,body part,a leg,not accidentally; body part
wlp_mag_2012.txt,518829-518853,"And a parenting rule you always break? I tell them no jumping on the couch, but they do it anyway.",,violate,causative,underlying,human,rule object,a parenting rule,
wlp_mag_2006.txt,2256182-2256203,"Kevin drove them all the way back to Equinox, to the Goodbye Goose, as day began painfully to break.",,appear,unaccusative,promoted,NA,natural phenomenon,day,day broke
wlp_news_2011.txt,3798242-3798282,"Brady (361 yards), Brees (359) and Rodgers (340) have so much cushion they could put up Alex Smith numbers in the cold-weather months of the season and still break the 300 barrier.",,surpass,causative,underlying,human,abstract,the 300 barrier,
wlp_news_1999.txt,1007493-1007512,Civil rights leader who helped nine black students break color barrier at Little Rock Central High School in 1957.,,destroy,causative,underlying,human,abstract,color barrier,desirable that it is broken
wlp_spok_2007.txt,777368-777381,So-- but I think you have to break it into two categories.,,separate_into_parts,causative,underlying,,,,
wlp_fic_2000.txt,3068503-3068543,"Pulling calves was hard work, and He'd been kicked once so hard his left femur snapped and he heard it break, like a stick on a knee.",,separate_into_parts,unaccusative,promoted,NA,body part,his left femur,body part
wlp_news_1998.txt,3722660-3722694,"So he spared me the hardship of working in the rice paddies because he believed, as I do now, that education can break through any kind of social and economic barrier.",,break_through_pass_through,unergative,underlying,,,,
wlp_news_2008.txt,583900-583947,"//"" If it was the swimming suit, then I'm buying Tiger Woods golf clubs because it means it does n't mean who the swinger is,"" said Mark Spitz, whose 1972 record of seven Olympic gold medals Phelps is trying to break.",,surpass,causative,underlying,human,abstract,1972 record of seven Olympic gold medals,break a mark/record
wlp_news_1999.txt,442397-442439,"His acclaimed, sexy new production of Handel's"" Alcina"" at the Paris National Opera is proof enough of his talent, but it took him 13 years to break into the business and another decade to reach the top.",,break_into_intrude,unergative,underlying,,,,
wlp_news_1993.txt,2618504-2618525,"Cover and cook, stirring often, until apples soften and break down into a chunky sauce, about 30 minutes.",,break_down_separate_into_parts,unaccusative,promoted,,,,
wlp_acad_2002.txt,1572617-1572631,"""The politics of the Information Age will break down these barriers to haste.",,break_down_destroy,causative,underlying,,,,
wlp_spok_2000.txt,2128319-2128348,"Because it has to do with the various enzymes that we all have in our body that break down medications, and enzymes are proteins that are genetically encoded.",,break_down_separate_into_parts,causative,underlying,,,,
wlp_fic_2002.txt,3070982-3070997,"As if he was trying to break out of himself, if that makes sense.",,break_out_escape,unergative,underlying,,,,
wlp_mag_2005.txt,1499832-1499886,"The body can in the digestive tract use its own enzymes to break these denatured proteins down into the component amino acids, absorb them as such, then put them back together into brand new enzymes-a process that is again, time and energy consuming, and basically reinventing a very complicated wheel.",,break_down_separate_into_parts,causative,underlying,,,,
wlp_spok_1992.txt,4955588-4955615,That woman does n't necessarily break up the in terms of women? Mr. LOTWIN: Less.,Yes:incomplete,,,,,,,
wlp_acad_1994.txt,4607398-4607457,"When roads and commerce are first brought into remote rural areas, for example, or when male labor is drawn away from a farm by lucrative new employment in urban areas, traditional systems of resource protection can quickly break down. 15 for resource-conserving investments to pay off.",,break_down_render_inoperable,unaccusative,promoted,,,,
wlp_news_2011.txt,2607294-2607308,"""She points toward the atrium, awkward in her attempt to break free.",,break_free_escape,unergative,underlying,,,,
wlp_spok_1992.txt,1288476-1288486,"@(Audience-applause)@!RIVERA: You know, I break myself up.",,break_up_unclassified,causative,underlying,,,,
wlp_news_1999.txt,3408084-3408094,"""Better to break it down than break down.",,break_down_separate_into_parts,causative,underlying,,,,
wlp_fic_2007.txt,1144752-1144788,"She remembers him complimenting her hair the last time she saw him, a few weeks after her birthday, when he tried to break up with her over the dinner she was trying to eat.",,break_up_end_relationship,unergative,underlying,,,,
wlp_mag_1994.txt,535596-535619,"With bears, the mental link between food and its source forms quickly, and it's virtually impossible to break this connection.",,end,causative,underlying,human,abstract,this connection,
wlp_news_1992.txt,4225690-4225700,Cox did not want Bonds to break open the game.,,break_open_open,causative,underlying,,,,
wlp_mag_2000.txt,4266500-4266514,"""The Comes would try to break the Saxon ranks with a mounted charge.",,separate_into_parts,causative,underlying,human,abstract,the Saxon ranks,
wlp_acad_2003.txt,744528-744547,And he who rejecteth false deities and believeth in Allah hath grasped a firm handhold which will never break.,,separate_into_parts,causative,underlying,human,state,a firm handhold,
wlp_spok_2011.txt,3479830-3479848,And the Chicago Cubs hope Theo Epstein can break their curse and get them a World Series ring.,,end,causative,underlying,human,abstract,their curse,desirable that it is broken
wlp_mag_2012.txt,2544836-2544872,"Instead, crews will break down the structures over three years, releasing the water in the reservoirs at a rate that's more manageable for the animals and the people who live in the area.",,break_down_separate_into_parts,causative,underlying,,,,
